transaction_id,date,year,month,district,region,category,product,customer_id,units,revenue,orders
T2024100001585,2024-10-06,2024,10,Ratnapura,Sabaragamuwa,Home,Storage Set,C02760,5,85246.83,1
T2024100001586,2024-10-20,2024,10,Nuwara Eliya,Central,Office,Monitor Stand,C03092,10,248899.87,1
T2024100001587,2024-10-27,2024,10,Ampara,Eastern,Lifestyle,Desk Organizer,C01394,7,69477.23,1
T2024100001588,2024-10-26,2024,10,Galle,Southern,Lifestyle,Fitness Band,C03680,7,64025.53,1
T2024100001589,2024-10-18,2024,10,Batticaloa,Eastern,Office,Laser Printer,C01921,4,111426.71,1
T2024100001590,2024-10-25,2024,10,Vavuniya,Northern,Lifestyle,Travel Kit,C01599,9,90485.35,1
T2024100001591,2024-10-03,2024,10,Matara,Southern,Outdoor,Cooler Box,C03707,4,55392.6,1
T2024100001592,2024-10-13,2024,10,Jaffna,Northern,Office,Document Scanner,C01176,8,188392.15,1
T2024100001593,2024-10-09,2024,10,Colombo,Western,Electronics,Power Hub,C02233,12,450105.06,1
T2024100001594,2024-10-29,2024,10,Kilinochchi,Northern,Office,Office Chair,C03906,12,352762.61,1
T2024100001595,2024-10-04,2024,10,Kalutara,Western,Electronics,Wireless Router,C02488,2,75366.86,1
T2024100001596,2024-10-28,2024,10,Puttalam,North Western,Lifestyle,Fitness Band,C03683,5,45648.91,1
T2024100001597,2024-10-30,2024,10,Kalutara,Western,Electronics,Wireless Router,C02909,13,507675.13,1
T2024100001598,2024-10-27,2024,10,Gampaha,Western,Accessories,Mouse Pad,C02009,14,53749.42,1
T2024100001599,2024-10-07,2024,10,Galle,Southern,Lifestyle,Desk Organizer,C02628,10,100925.08,1
T2024100001600,2024-10-25,2024,10,Gampaha,Western,Electronics,Smart Display,C02335,4,162335.31,1
T2024100001601,2024-10-07,2024,10,Galle,Southern,Accessories,Mouse Pad,C02565,16,70134.99,1
T2024100001602,2024-10-01,2024,10,Hambantota,Southern,Lifestyle,Desk Organizer,C01133,6,58353.3,1
T2024100001603,2024-10-31,2024,10,Galle,Southern,Accessories,USB Cable,C04557,12,48694.1,1
T2024100001604,2024-10-31,2024,10,Ampara,Eastern,Outdoor,Portable Fan,C01130,15,219113.71,1
T2024100001605,2024-10-05,2024,10,Colombo,Western,Outdoor,Cooler Box,C01076,7,90537.02,1
T2024100001606,2024-10-12,2024,10,Puttalam,North Western,Electronics,Sound Bar,C03401,8,299901.34,1
T2024100001607,2024-10-12,2024,10,Kalutara,Western,Accessories,Phone Stand,C02488,12,45641.48,1
T2024100001608,2024-10-30,2024,10,Colombo,Western,Electronics,Power Hub,C04058,12,467751.42,1
T2024100001609,2024-10-24,2024,10,Puttalam,North Western,Home,Storage Set,C01281,12,244419.1,1
T2024100001610,2024-10-04,2024,10,Kilinochchi,Northern,Outdoor,Cooler Box,C02296,2,31165.63,1
T2024100001611,2024-10-14,2024,10,Matara,Southern,Electronics,Power Hub,C04805,12,437000.65,1
T2024100001612,2024-10-16,2024,10,Polonnaruwa,North Central,Outdoor,Camping Light,C03552,7,107020.16,1
T2024100001613,2024-10-16,2024,10,Nuwara Eliya,Central,Lifestyle,Fitness Band,C04915,10,104437.07,1
T2024100001614,2024-10-22,2024,10,Gampaha,Western,Lifestyle,Travel Kit,C02848,3,26491.02,1
T2024100001615,2024-10-09,2024,10,Kandy,Central,Office,Office Chair,C02854,4,111508.04,1
T2024100001616,2024-10-11,2024,10,Kurunegala,North Western,Lifestyle,Water Bottle,C02079,6,56555.44,1
T2024100001617,2024-10-26,2024,10,Kurunegala,North Western,Outdoor,Portable Fan,C01394,4,52328.5,1
T2024100001618,2024-10-13,2024,10,Batticaloa,Eastern,Outdoor,Cooler Box,C02327,5,69194.2,1
T2024100001619,2024-10-07,2024,10,Polonnaruwa,North Central,Electronics,Power Hub,C04704,7,232486.14,1
T2024100001620,2024-10-29,2024,10,Gampaha,Western,Home,Coffee Maker,C03763,4,70599.95,1
T2024100001621,2024-10-25,2024,10,Puttalam,North Western,Lifestyle,Fitness Band,C03805,7,60811.8,1
T2024100001622,2024-10-08,2024,10,Matara,Southern,Electronics,Sound Bar,C01775,15,592732.89,1
T2024100001623,2024-10-15,2024,10,Mannar,Northern,Home,Coffee Maker,C03516,6,123936.89,1
T2024100001624,2024-10-27,2024,10,Kegalle,Sabaragamuwa,Accessories,Phone Stand,C04257,14,64520.43,1
T2024100001625,2024-10-24,2024,10,Gampaha,Western,Office,Laser Printer,C02628,10,281922.66,1
T2024100001626,2024-10-18,2024,10,Mannar,Northern,Lifestyle,Fitness Band,C03971,4,39972.47,1
T2024100001627,2024-10-27,2024,10,Kalutara,Western,Electronics,Sound Bar,C02854,14,497170.19,1
T2024100001628,2024-10-02,2024,10,Ratnapura,Sabaragamuwa,Office,Office Chair,C03281,14,414065.6,1
T2024100001629,2024-10-15,2024,10,Galle,Southern,Lifestyle,Desk Organizer,C04904,5,50321.94,1
T2024100001630,2024-10-30,2024,10,Colombo,Western,Home,Coffee Maker,C02711,10,196395.44,1
T2024100001631,2024-10-27,2024,10,Colombo,Western,Home,LED Lamp,C04940,4,83200.51,1
T2024100001632,2024-10-19,2024,10,Galle,Southern,Electronics,Power Hub,C04204,4,158198.65,1
T2024100001633,2024-10-04,2024,10,Kandy,Central,Accessories,Phone Stand,C04289,10,42349.71,1
T2024100001634,2024-10-01,2024,10,Kalutara,Western,Electronics,Wireless Router,C03683,9,306613.21,1
T2024100001635,2024-10-22,2024,10,Gampaha,Western,Office,Document Scanner,C02903,6,169001.93,1
T2024100001636,2024-10-29,2024,10,Kurunegala,North Western,Lifestyle,Fitness Band,C03797,5,52012.69,1
T2024100001637,2024-10-19,2024,10,Anuradhapura,North Central,Home,Storage Set,C04490,4,74247.16,1
T2024100001638,2024-10-24,2024,10,Kurunegala,North Western,Electronics,Smart Display,C01726,8,309778.95,1
T2024100001639,2024-10-14,2024,10,Kandy,Central,Outdoor,Portable Fan,C04543,2,25430.71,1
T2024100001640,2024-10-14,2024,10,Polonnaruwa,North Central,Office,Monitor Stand,C03694,9,229337.6,1
T2024100001641,2024-10-19,2024,10,Colombo,Western,Electronics,Power Hub,C02989,7,262938.0,1
T2024100001642,2024-10-20,2024,10,Gampaha,Western,Outdoor,Portable Fan,C04079,7,107334.81,1
T2024100001643,2024-10-04,2024,10,Colombo,Western,Electronics,Smart Display,C01778,15,523814.86,1
T2024100001644,2024-10-23,2024,10,Trincomalee,Eastern,Accessories,Mouse Pad,C04226,10,38958.64,1
T2024100001645,2024-10-27,2024,10,Polonnaruwa,North Central,Lifestyle,Fitness Band,C04267,11,108940.17,1
T2024100001646,2024-10-21,2024,10,Trincomalee,Eastern,Electronics,Sound Bar,C01198,14,447457.19,1
T2024100001647,2024-10-27,2024,10,Anuradhapura,North Central,Office,Monitor Stand,C03938,9,237098.27,1
T2024100001648,2024-10-23,2024,10,Kandy,Central,Outdoor,Foldable Chair,C04754,16,213281.78,1
T2024100001649,2024-10-25,2024,10,Kalutara,Western,Outdoor,Foldable Chair,C04288,6,87366.9,1
T2024100001650,2024-10-27,2024,10,Polonnaruwa,North Central,Home,LED Lamp,C03594,5,101853.39,1
T2024100001651,2024-10-25,2024,10,Ampara,Eastern,Home,Storage Set,C02526,6,101045.32,1
T2024100001652,2024-10-31,2024,10,Nuwara Eliya,Central,Outdoor,Foldable Chair,C02305,4,50292.65,1
T2024100001653,2024-10-13,2024,10,Vavuniya,Northern,Accessories,Power Adapter,C02458,8,30801.31,1
T2024100001654,2024-10-05,2024,10,Colombo,Western,Office,Document Scanner,C03158,10,273721.75,1
T2024100001655,2024-10-11,2024,10,Gampaha,Western,Home,Coffee Maker,C01674,17,323079.14,1
T2024100001656,2024-10-16,2024,10,Kandy,Central,Electronics,Wireless Router,C01216,4,150651.42,1
T2024100001657,2024-10-01,2024,10,Kandy,Central,Electronics,Sound Bar,C02191,5,186740.04,1
T2024100001658,2024-10-06,2024,10,Hambantota,Southern,Lifestyle,Travel Kit,C04378,12,111199.42,1
T2024100001659,2024-10-26,2024,10,Badulla,Uva,Accessories,Power Adapter,C03982,11,44584.97,1
T2024100001660,2024-10-03,2024,10,Monaragala,Uva,Accessories,Power Adapter,C03926,14,53566.6,1
T2024100001661,2024-10-18,2024,10,Puttalam,North Western,Lifestyle,Fitness Band,C04898,5,48578.02,1
T2024100001662,2024-10-09,2024,10,Kandy,Central,Home,LED Lamp,C04812,8,124137.66,1
T2024100001663,2024-10-01,2024,10,Matara,Southern,Office,Laser Printer,C02404,8,225055.41,1
T2024100001664,2024-10-22,2024,10,Badulla,Uva,Lifestyle,Travel Kit,C01523,6,63312.33,1
T2024100001665,2024-10-14,2024,10,Vavuniya,Northern,Accessories,USB Cable,C05021,9,39766.9,1
T2024100001666,2024-10-08,2024,10,Kalutara,Western,Lifestyle,Water Bottle,C03708,8,81385.27,1
T2024100001667,2024-10-20,2024,10,Gampaha,Western,Lifestyle,Water Bottle,C01056,2,19798.45,1
T2024100001668,2024-10-24,2024,10,Gampaha,Western,Accessories,USB Cable,C04390,4,15009.33,1
T2024100001669,2024-10-21,2024,10,Puttalam,North Western,Accessories,Phone Stand,C01242,14,60475.66,1
T2024100001670,2024-10-13,2024,10,Colombo,Western,Accessories,Mouse Pad,C04339,9,35140.19,1
T2024100001671,2024-10-29,2024,10,Kalutara,Western,Home,LED Lamp,C04526,5,82543.55,1
T2024100001672,2024-10-15,2024,10,Galle,Southern,Electronics,Smart Display,C03783,10,392800.53,1
T2024100001673,2024-10-04,2024,10,Badulla,Uva,Electronics,Smart Display,C04057,4,158324.52,1
T2024100001674,2024-10-26,2024,10,Colombo,Western,Home,Coffee Maker,C01227,13,253645.36,1
T2024100001675,2024-10-18,2024,10,Ratnapura,Sabaragamuwa,Electronics,Power Hub,C02490,4,139639.58,1
T2024100001676,2024-10-17,2024,10,Mullaitivu,Northern,Lifestyle,Desk Organizer,C02455,4,42343.02,1
T2024100001677,2024-10-30,2024,10,Batticaloa,Eastern,Accessories,USB Cable,C03554,5,20102.38,1
T2024100001678,2024-10-07,2024,10,Mullaitivu,Northern,Electronics,Smart Display,C05077,8,336086.96,1
T2024100001679,2024-10-31,2024,10,Ratnapura,Sabaragamuwa,Accessories,Mouse Pad,C04670,3,12490.66,1
T2024100001680,2024-10-26,2024,10,Kandy,Central,Electronics,Power Hub,C02543,6,203645.73,1
T2024100001681,2024-10-22,2024,10,Anuradhapura,North Central,Accessories,USB Cable,C01746,9,38274.84,1
T2024100001682,2024-10-10,2024,10,Vavuniya,Northern,Lifestyle,Desk Organizer,C02647,5,47949.84,1
T2024100001683,2024-10-13,2024,10,Matale,Central,Office,Document Scanner,C04565,3,74682.59,1
T2024100001684,2024-10-16,2024,10,Matale,Central,Lifestyle,Desk Organizer,C03506,16,167707.47,1
T2024100001685,2024-10-29,2024,10,Jaffna,Northern,Electronics,Smart Display,C03516,8,312682.04,1
T2024100001686,2024-10-02,2024,10,Kalutara,Western,Home,Air Purifier,C01230,15,280953.83,1
T2024100001687,2024-10-17,2024,10,Kegalle,Sabaragamuwa,Electronics,Power Hub,C02461,6,226170.91,1
T2024100001688,2024-10-03,2024,10,Gampaha,Western,Accessories,Phone Stand,C03624,10,40155.82,1
T2024100001689,2024-10-29,2024,10,Ampara,Eastern,Electronics,Power Hub,C02688,9,362450.05,1
T2024100001690,2024-10-13,2024,10,Monaragala,Uva,Office,Monitor Stand,C02451,11,282142.6,1
T2024100001691,2024-10-29,2024,10,Colombo,Western,Electronics,Sound Bar,C03116,13,497628.24,1
T2024100001692,2024-10-23,2024,10,Kalutara,Western,Outdoor,Foldable Chair,C04353,1,14585.15,1
T2024100001693,2024-10-20,2024,10,Kandy,Central,Accessories,Mouse Pad,C03077,1,4419.89,1
T2024100001694,2024-10-21,2024,10,Trincomalee,Eastern,Lifestyle,Travel Kit,C01578,3,26113.52,1
T2024100001695,2024-10-31,2024,10,Colombo,Western,Lifestyle,Travel Kit,C03102,9,95342.83,1
T2024100001696,2024-10-25,2024,10,Kandy,Central,Home,Coffee Maker,C01889,3,58797.39,1
T2024100001697,2024-10-05,2024,10,Ratnapura,Sabaragamuwa,Lifestyle,Desk Organizer,C02645,7,59164.78,1
T2024100001698,2024-10-03,2024,10,Gampaha,Western,Electronics,Power Hub,C02512,10,396951.25,1
T2024100001699,2024-10-20,2024,10,Matara,Southern,Home,LED Lamp,C04622,10,178000.76,1
T2024100001700,2024-10-02,2024,10,Puttalam,North Western,Electronics,Sound Bar,C03605,8,314025.26,1
T2024110001701,2024-11-15,2024,11,Polonnaruwa,North Central,Home,LED Lamp,C03869,4,84949.35,1
T2024110001702,2024-11-06,2024,11,Galle,Southern,Accessories,USB Cable,C02846,8,36060.62,1
T2024110001703,2024-11-18,2024,11,Colombo,Western,Lifestyle,Travel Kit,C03358,4,46356.38,1
T2024110001704,2024-11-20,2024,11,Colombo,Western,Office,Document Scanner,C01144,10,337611.77,1
T2024110001705,2024-11-01,2024,11,Galle,Southern,Electronics,Smart Display,C02915,6,261905.88,1
T2024110001706,2024-11-19,2024,11,Puttalam,North Western,Electronics,Sound Bar,C01289,7,254630.97,1
T2024110001707,2024-11-15,2024,11,Ratnapura,Sabaragamuwa,Office,Monitor Stand,C04169,13,375167.82,1
T2024110001708,2024-11-30,2024,11,Batticaloa,Eastern,Home,Storage Set,C04926,13,270591.41,1
T2024110001709,2024-11-09,2024,11,Kandy,Central,Home,LED Lamp,C04183,12,252621.24,1
T2024110001710,2024-11-14,2024,11,Matara,Southern,Home,Air Purifier,C04768,10,227190.99,1
T2024110001711,2024-11-13,2024,11,Kegalle,Sabaragamuwa,Electronics,Wireless Router,C02705,6,239383.07,1
T2024110001712,2024-11-11,2024,11,Matara,Southern,Home,Coffee Maker,C03768,9,165123.58,1
T2024110001713,2024-11-28,2024,11,Kalutara,Western,Electronics,Sound Bar,C02595,10,440476.76,1
T2024110001714,2024-11-21,2024,11,Monaragala,Uva,Lifestyle,Desk Organizer,C04071,5,53264.84,1
T2024110001715,2024-11-02,2024,11,Gampaha,Western,Office,Monitor Stand,C04377,4,125488.04,1
T2024110001716,2024-11-15,2024,11,Ampara,Eastern,Accessories,Mouse Pad,C02478,2,8475.2,1
T2024110001717,2024-11-19,2024,11,Ampara,Eastern,Home,LED Lamp,C04293,11,211590.55,1
T2024110001718,2024-11-11,2024,11,Matale,Central,Home,LED Lamp,C04987,8,168677.43,1
T2024110001719,2024-11-03,2024,11,Kurunegala,North Western,Outdoor,Camping Light,C01536,2,36318.71,1
T2024110001720,2024-11-24,2024,11,Nuwara Eliya,Central,Electronics,Wireless Router,C02664,4,160360.65,1
T2024110001721,2024-11-11,2024,11,Galle,Southern,Accessories,Mouse Pad,C04892,9,42258.2,1
T2024110001722,2024-11-14,2024,11,Anuradhapura,North Central,Electronics,Sound Bar,C02338,3,132766.18,1
T2024110001723,2024-11-23,2024,11,Gampaha,Western,Lifestyle,Desk Organizer,C03304,12,134166.74,1
T2024110001724,2024-11-25,2024,11,Ampara,Eastern,Electronics,Power Hub,C01796,2,87979.85,1
T2024110001725,2024-11-30,2024,11,Galle,Southern,Electronics,Smart Display,C03969,6,262423.57,1
T2024110001726,2024-11-03,2024,11,Badulla,Uva,Accessories,Power Adapter,C03784,12,52433.6,1
T2024110001727,2024-11-30,2024,11,Batticaloa,Eastern,Office,Office Chair,C01910,11,356424.6,1
T2024110001728,2024-11-20,2024,11,Matale,Central,Outdoor,Camping Light,C03906,16,244612.46,1
T2024110001729,2024-11-28,2024,11,Badulla,Uva,Home,LED Lamp,C03992,5,99994.67,1
T2024110001730,2024-11-02,2024,11,Monaragala,Uva,Electronics,Wireless Router,C02368,9,389629.99,1
T2024110001731,2024-11-24,2024,11,Matara,Southern,Lifestyle,Fitness Band,C03236,16,189977.02,1
T2024110001732,2024-11-10,2024,11,Nuwara Eliya,Central,Electronics,Smart Display,C01158,6,281143.69,1
T2024110001733,2024-11-11,2024,11,Galle,Southern,Office,Monitor Stand,C04074,6,184151.7,1
T2024110001734,2024-11-18,2024,11,Galle,Southern,Home,Coffee Maker,C03143,4,82574.74,1
T2024110001735,2024-11-28,2024,11,Monaragala,Uva,Accessories,USB Cable,C03611,7,30914.46,1
T2024110001736,2024-11-12,2024,11,Anuradhapura,North Central,Electronics,Smart Display,C02451,3,135355.27,1
T2024110001737,2024-11-24,2024,11,Puttalam,North Western,Outdoor,Camping Light,C01111,11,181938.57,1
T2024110001738,2024-11-26,2024,11,Colombo,Western,Lifestyle,Desk Organizer,C03711,9,109044.87,1
T2024110001739,2024-11-03,2024,11,Kurunegala,North Western,Electronics,Smart Display,C02521,10,392318.18,1
T2024110001740,2024-11-13,2024,11,Puttalam,North Western,Electronics,Smart Display,C01651,5,216689.46,1
T2024110001741,2024-11-16,2024,11,Anuradhapura,North Central,Office,Document Scanner,C02525,5,167276.43,1
T2024110001742,2024-11-07,2024,11,Matara,Southern,Lifestyle,Fitness Band,C02441,5,57166.43,1
T2024110001743,2024-11-06,2024,11,Kegalle,Sabaragamuwa,Office,Laser Printer,C02542,12,400047.17,1
T2024110001744,2024-11-17,2024,11,Gampaha,Western,Office,Monitor Stand,C04378,9,271930.67,1
T2024110001745,2024-11-10,2024,11,Anuradhapura,North Central,Office,Laser Printer,C03062,10,291637.37,1
T2024110001746,2024-11-03,2024,11,Jaffna,Northern,Accessories,USB Cable,C04524,9,45725.38,1
T2024110001747,2024-11-19,2024,11,Colombo,Western,Outdoor,Camping Light,C03609,10,171882.48,1
T2024110001748,2024-11-15,2024,11,Trincomalee,Eastern,Electronics,Wireless Router,C03614,6,265741.08,1
T2024110001749,2024-11-08,2024,11,Jaffna,Northern,Outdoor,Foldable Chair,C02559,8,116241.2,1
T2024110001750,2024-11-15,2024,11,Galle,Southern,Outdoor,Foldable Chair,C04304,12,194130.37,1
T2024110001751,2024-11-28,2024,11,Gampaha,Western,Outdoor,Portable Fan,C01201,4,64490.79,1
T2024110001752,2024-11-19,2024,11,Galle,Southern,Electronics,Sound Bar,C02238,14,561781.55,1
T2024110001753,2024-11-01,2024,11,Galle,Southern,Electronics,Wireless Router,C02621,7,254899.61,1
T2024110001754,2024-11-14,2024,11,Kandy,Central,Electronics,Power Hub,C04546,14,554325.76,1
T2024110001755,2024-11-20,2024,11,Nuwara Eliya,Central,Electronics,Wireless Router,C04906,5,191407.89,1
T2024110001756,2024-11-21,2024,11,Anuradhapura,North Central,Home,Air Purifier,C03524,4,86950.87,1
T2024110001757,2024-11-11,2024,11,Matara,Southern,Electronics,Sound Bar,C03310,10,447117.17,1
T2024110001758,2024-11-15,2024,11,Galle,Southern,Accessories,USB Cable,C01146,6,27054.8,1
T2024110001759,2024-11-26,2024,11,Trincomalee,Eastern,Accessories,Power Adapter,C04901,5,23037.68,1
T2024110001760,2024-11-23,2024,11,Trincomalee,Eastern,Accessories,Power Adapter,C02876,8,36368.55,1
T2024110001761,2024-11-17,2024,11,Hambantota,Southern,Lifestyle,Fitness Band,C03568,12,131617.06,1
T2024110001762,2024-11-20,2024,11,Batticaloa,Eastern,Electronics,Power Hub,C04791,13,591767.88,1
T2024110001763,2024-11-23,2024,11,Colombo,Western,Home,LED Lamp,C03263,4,96064.0,1
T2024110001764,2024-11-12,2024,11,Hambantota,Southern,Electronics,Smart Display,C03681,11,486791.8,1
T2024110001765,2024-11-20,2024,11,Puttalam,North Western,Accessories,Mouse Pad,C03574,12,54086.95,1
T2024110001766,2024-11-24,2024,11,Ratnapura,Sabaragamuwa,Office,Laser Printer,C03422,3,96377.34,1
T2024110001767,2024-11-23,2024,11,Anuradhapura,North Central,Home,Storage Set,C04466,11,206630.18,1
T2024110001768,2024-11-03,2024,11,Kalutara,Western,Home,Air Purifier,C04453,6,143209.13,1
T2024110001769,2024-11-25,2024,11,Matara,Southern,Home,LED Lamp,C04639,5,112752.21,1
T2024110001770,2024-11-06,2024,11,Kandy,Central,Office,Document Scanner,C03333,8,247803.49,1
T2024110001771,2024-11-05,2024,11,Gampaha,Western,Outdoor,Portable Fan,C04022,5,82610.73,1
T2024110001772,2024-11-06,2024,11,Colombo,Western,Lifestyle,Water Bottle,C04241,5,63459.26,1
T2024110001773,2024-11-24,2024,11,Ampara,Eastern,Home,Air Purifier,C01458,10,211327.63,1
T2024110001774,2024-11-23,2024,11,Ratnapura,Sabaragamuwa,Electronics,Smart Display,C02339,4,185633.3,1
T2024110001775,2024-11-13,2024,11,Nuwara Eliya,Central,Home,Air Purifier,C05035,7,153605.58,1
T2024110001776,2024-11-15,2024,11,Trincomalee,Eastern,Lifestyle,Fitness Band,C02698,4,47098.71,1
T2024110001777,2024-11-21,2024,11,Kandy,Central,Electronics,Smart Display,C01430,12,511428.87,1
T2024110001778,2024-11-17,2024,11,Colombo,Western,Outdoor,Cooler Box,C02128,5,79401.02,1
T2024110001779,2024-11-22,2024,11,Colombo,Western,Outdoor,Portable Fan,C01193,10,168183.26,1
T2024110001780,2024-11-19,2024,11,Colombo,Western,Office,Office Chair,C02881,7,224677.73,1
T2024110001781,2024-11-07,2024,11,Vavuniya,Northern,Home,LED Lamp,C04254,4,71203.22,1
T2024110001782,2024-11-27,2024,11,Kandy,Central,Lifestyle,Desk Organizer,C02310,4,45593.22,1
T2024110001783,2024-11-21,2024,11,Kalutara,Western,Accessories,Mouse Pad,C01977,5,20312.16,1
T2024110001784,2024-11-06,2024,11,Kegalle,Sabaragamuwa,Office,Document Scanner,C02677,3,94287.42,1
T2024110001785,2024-11-27,2024,11,Kurunegala,North Western,Outdoor,Cooler Box,C03447,9,129180.77,1
T2024110001786,2024-11-19,2024,11,Anuradhapura,North Central,Home,Air Purifier,C02883,13,314606.95,1
T2024110001787,2024-11-28,2024,11,Jaffna,Northern,Home,LED Lamp,C02483,5,102945.22,1
T2024110001788,2024-11-30,2024,11,Kurunegala,North Western,Lifestyle,Desk Organizer,C02354,7,78993.59,1
T2024110001789,2024-11-20,2024,11,Puttalam,North Western,Office,Office Chair,C01637,3,86135.7,1
T2024110001790,2024-11-10,2024,11,Batticaloa,Eastern,Outdoor,Foldable Chair,C01001,6,102698.12,1
T2024110001791,2024-11-24,2024,11,Gampaha,Western,Home,LED Lamp,C04467,12,231003.67,1
T2024110001792,2024-11-10,2024,11,Ampara,Eastern,Home,Air Purifier,C01984,4,89217.32,1
T2024110001793,2024-11-06,2024,11,Gampaha,Western,Office,Laser Printer,C04904,1,29589.77,1
T2024110001794,2024-11-01,2024,11,Matara,Southern,Accessories,Power Adapter,C03213,9,43209.08,1
T2024110001795,2024-11-02,2024,11,Kalutara,Western,Home,Storage Set,C01245,7,154510.93,1
T2024110001796,2024-11-25,2024,11,Kalutara,Western,Electronics,Smart Display,C01517,12,540379.48,1
T2024110001797,2024-11-08,2024,11,Kalutara,Western,Home,Coffee Maker,C02541,9,208258.59,1
T2024110001798,2024-11-26,2024,11,Badulla,Uva,Outdoor,Portable Fan,C05003,4,71597.88,1
T2024110001799,2024-11-27,2024,11,Matale,Central,Electronics,Wireless Router,C04738,7,269105.67,1
T2024110001800,2024-11-14,2024,11,Kurunegala,North Western,Lifestyle,Water Bottle,C03841,4,42696.93,1
T2024110001801,2024-11-22,2024,11,Kegalle,Sabaragamuwa,Outdoor,Cooler Box,C05052,7,107268.32,1
T2024110001802,2024-11-30,2024,11,Colombo,Western,Home,LED Lamp,C03727,6,122335.35,1
T2024110001803,2024-11-17,2024,11,Polonnaruwa,North Central,Electronics,Smart Display,C03814,13,638215.04,1
T2024110001804,2024-11-27,2024,11,Mullaitivu,Northern,Lifestyle,Travel Kit,C02143,11,128469.22,1
T2024110001805,2024-11-17,2024,11,Colombo,Western,Home,Air Purifier,C01344,3,58257.67,1
T2024110001806,2024-11-16,2024,11,Ampara,Eastern,Electronics,Sound Bar,C03744,3,130726.16,1
T2024110001807,2024-11-19,2024,11,Mannar,Northern,Home,Storage Set,C02795,6,127441.45,1
T2024110001808,2024-11-23,2024,11,Kandy,Central,Office,Office Chair,C02543,1,31537.09,1
T2024110001809,2024-11-08,2024,11,Anuradhapura,North Central,Lifestyle,Fitness Band,C03512,10,107688.62,1
T2024110001810,2024-11-01,2024,11,Kilinochchi,Northern,Electronics,Sound Bar,C01193,2,76898.24,1
T2024110001811,2024-11-15,2024,11,Anuradhapura,North Central,Office,Laser Printer,C03077,14,430092.41,1
T2024110001812,2024-11-13,2024,11,Ampara,Eastern,Electronics,Wireless Router,C03812,6,225965.13,1
T2024110001813,2024-11-02,2024,11,Mullaitivu,Northern,Lifestyle,Fitness Band,C05026,7,75438.8,1
T2024110001814,2024-11-14,2024,11,Kurunegala,North Western,Outdoor,Portable Fan,C01803,9,149042.23,1
T2024110001815,2024-11-02,2024,11,Ratnapura,Sabaragamuwa,Office,Laser Printer,C04113,15,510555.14,1
T2024110001816,2024-11-24,2024,11,Hambantota,Southern,Lifestyle,Fitness Band,C03011,11,129910.58,1
T2024110001817,2024-11-02,2024,11,Matara,Southern,Outdoor,Cooler Box,C04845,5,79930.28,1
T2024110001818,2024-11-19,2024,11,Kalutara,Western,Home,Air Purifier,C02052,12,269160.79,1
T2024110001819,2024-11-23,2024,11,Matara,Southern,Lifestyle,Desk Organizer,C03251,8,90051.35,1
T2024110001820,2024-11-06,2024,11,Ampara,Eastern,Electronics,Smart Display,C05024,13,551504.36,1
T2024110001821,2024-11-22,2024,11,Colombo,Western,Office,Document Scanner,C01899,4,139647.23,1
T2024110001822,2024-11-25,2024,11,Hambantota,Southern,Home,Storage Set,C02447,6,121957.72,1
T2024110001823,2024-11-23,2024,11,Nuwara Eliya,Central,Office,Document Scanner,C02874,6,201768.45,1
T2024110001824,2024-11-16,2024,11,Gampaha,Western,Electronics,Smart Display,C04589,6,292272.53,1
T2024110001825,2024-11-14,2024,11,Kurunegala,North Western,Accessories,Power Adapter,C01872,7,30163.28,1
T2024110001826,2024-11-29,2024,11,Kurunegala,North Western,Electronics,Smart Display,C03153,14,584184.03,1
T2024110001827,2024-11-01,2024,11,Jaffna,Northern,Home,LED Lamp,C01992,4,86267.71,1
T2024110001828,2024-11-16,2024,11,Matara,Southern,Accessories,Power Adapter,C03155,3,15380.76,1
T2024110001829,2024-11-07,2024,11,Vavuniya,Northern,Electronics,Smart Display,C02903,4,158489.19,1
T2024110001830,2024-11-17,2024,11,Colombo,Western,Electronics,Smart Display,C01924,9,428034.13,1
T2024110001831,2024-11-28,2024,11,Matale,Central,Outdoor,Foldable Chair,C02997,7,103731.43,1
T2024110001832,2024-11-18,2024,11,Hambantota,Southern,Electronics,Sound Bar,C04178,8,345192.47,1
T2024110001833,2024-11-16,2024,11,Gampaha,Western,Electronics,Sound Bar,C01558,7,313770.77,1
T2024110001834,2024-11-08,2024,11,Gampaha,Western,Office,Document Scanner,C03964,11,339718.18,1
T2024110001835,2024-11-07,2024,11,Colombo,Western,Home,Storage Set,C01227,9,208788.01,1
T2024110001836,2024-11-16,2024,11,Matara,Southern,Outdoor,Cooler Box,C02044,8,134438.89,1
T2024110001837,2024-11-20,2024,11,Ampara,Eastern,Outdoor,Cooler Box,C02978,7,116384.33,1
T2024110001838,2024-11-23,2024,11,Matara,Southern,Electronics,Smart Display,C01696,13,543784.95,1
T2024110001839,2024-11-10,2024,11,Galle,Southern,Home,Storage Set,C03798,11,236572.28,1
T2024110001840,2024-11-25,2024,11,Polonnaruwa,North Central,Lifestyle,Desk Organizer,C04163,12,131961.01,1
T2024110001841,2024-11-11,2024,11,Ratnapura,Sabaragamuwa,Office,Office Chair,C04845,3,93546.44,1
T2024110001842,2024-11-21,2024,11,Kilinochchi,Northern,Office,Laser Printer,C03062,5,148476.16,1
T2024110001843,2024-11-19,2024,11,Mullaitivu,Northern,Electronics,Wireless Router,C02962,4,184879.58,1
